":@computed_region_dwzh_dtk5",":@computed_region_eziv_p4ck",":@computed_region_fk4y_hpmh",":@computed_region_kwzn_pe6v",":@computed_region_tmcg_v66k",":@computed_region_uh5x_q5mi","address_1","address_2","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"403","31","4","16","5","2","300 Block PERRY ST",,"18-0860556","BUFFALO","",,"2018-03-29T20:47:52.000","Tuesday","12","2018-01-09T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840517220","LARCENY/THEFT","42.87375917419776","POINT (-78.8629809428779 42.8737591741978)","-78.86298094287788","Theft","NY","2018-04-04T03:42:10.000",
"833","4","3","4","4","230","900 Block HUMBOLDT PW",,"18-0870352","BUFFALO","",,"2018-03-28T17:15:22.000","Monday","12","2018-01-22T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840216721","LARCENY/THEFT","42.910245547670634","POINT (-78.842764677929 42.9102455476706)","-78.84276467792901","Theft","NY","2018-04-05T07:07:13.000",
"1501","71","4","9","6","16","1 Block WHITFIELD AV",,"18-0870239","BUFFALO","",,"2018-03-28T15:40:52.000","Saturday","10","2018-03-10T10:20:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840211676","LARCENY/THEFT","42.84389230583041","POINT (-78.8201885488416 42.8438923058304)","-78.82018854884156","Theft","NY","2018-04-05T07:07:13.000",
"1661","45","2","11","9","30","KENSINGTON AV & GRIDER ST",,"18-0870433","BUFFALO","",,"2018-03-28T20:34:31.000","Sunday","3","2018-03-11T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840229398","ASSAULT","42.931705136769025","POINT (-78.829187891536 42.931705136769)","-78.82918789153597","Assault","NY","2018-04-05T07:07:13.000",
"1597","24","2","11","8","266","100 Block PHYLLIS AV",,"18-0860734","BUFFALO","",,"2018-03-28T01:38:22.000","Tuesday","2","2018-03-13T02:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840164598","LARCENY/THEFT","42.93559149575946","POINT (-78.8072827535564 42.9355914957595)","-78.80728275355644","Theft","NY","2018-04-04T03:42:10.000",
"391","2","1","16","4","58","1 Block MARYNER TOWERS",,"18-0860546","BUFFALO","",,"2018-03-28T02:24:23.000","Sunday","7","2018-03-18T07:00:54.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840166507","ASSAULT","42.89222076285451","POINT (-78.8649301993063 42.8922207628545)","-78.86493019930631","Assault","NY","2018-04-04T03:42:10.000",
"2256","48","1","15","5","162","300 Block CAROLINA ST",,"18-0860330","BUFFALO","",,"2018-03-27T19:58:11.000","Wednesday","12","2018-03-21T12:28:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840149298","LARCENY/THEFT","42.8939978","POINT (-78.8780715 42.8939978)","-78.87807149999999","Theft","NY","2018-04-04T03:42:10.000","14201"
"681","20","1","16","4","70","200 Block E EAGLE ST",,"18-0860296","BUFFALO","",,"2018-03-27T21:03:06.000","Thursday","8","2018-03-22T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840151852","LARCENY/THEFT","42.88250429652748","POINT (-78.8661919045451 42.8825042965275)","-78.86619190454506","Theft","NY","2018-04-04T03:42:10.000",
"1653","34","3","8","5","33","900 Block BROADWAY",,"18-0860281","BUFFALO","",,"2018-03-27T18:24:43.000","Thursday","11","2018-03-22T11:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","839940820","LARCENY/THEFT","42.8921393","POINT (-78.8377156 42.8921393)","-78.8377156","Theft","NY","2018-04-04T03:42:10.000","14212"
"2245","75","2","11","8","40","1 Block ROMA AV",,"18-0860640","BUFFALO","",,"2018-03-28T00:15:49.000","Friday","1","2018-03-23T01:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840161034","BURGLARY","42.9236986","POINT (-78.8012071 42.9236986)","-78.8012071","Breaking & Entering","NY","2018-04-04T03:42:10.000","14215"
"1674","18","2","11","9","165","1 Block WYOMING AV",,"18-0860258","BUFFALO","",,"2018-03-27T15:38:31.000","Friday","10","2018-03-23T10:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","839506634","LARCENY/THEFT","42.91722983316524","POINT (-78.8233811561644 42.9172298331652)","-78.82338115616444","Theft","NY","2018-04-04T03:42:10.000",
"564","5","5","10","1","282","100 Block ONTARIO ST",,"18-0860738","BUFFALO","",,"2018-03-28T04:29:45.000","Monday","5","2018-03-26T05:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840175675","BURGLARY","42.94927112235023","POINT (-78.9045961604214 42.9492711223502)","-78.90459616042138","Breaking & Entering","NY","2018-04-04T03:42:10.000",
"888","50","5","12","7","185","700 Block LAFAYETTE AV",,"18-0860650","BUFFALO","",,"2018-03-28T00:15:49.000","Monday","11","2018-03-26T11:50:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840161035","LARCENY/THEFT","42.92013525217643","POINT (-78.8722254309615 42.9201352521764)","-78.87222543096152","Theft","NY","2018-04-04T03:42:10.000",
"1563","75","2","11","2","145","1 Block LANGMEYER AV",,"18-0860012","BUFFALO","",,"2018-03-27T13:25:45.000","Monday","12","2018-03-26T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","839473776","ASSAULT","42.92435355787328","POINT (-78.8150827399548 42.9243535578733)","-78.81508273995483","Assault","NY","2018-04-04T03:42:10.000",
"1249","56","2","18","8","257","1 Block WINSPEAR AV",,"18-0860106","BUFFALO","",,"2018-03-27T13:25:45.000","Tuesday","12","2018-03-27T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","839473779","BURGLARY","42.95100519139864","POINT (-78.8241473683838 42.9510051913986)","-78.82414736838379","Breaking & Entering","NY","2018-04-04T03:42:10.000",
"1970","52","1","21","4","74","1300 Block MAIN ST",,"18-0860416","BUFFALO","",,"2018-03-27T21:03:06.000","Tuesday","12","2018-03-27T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840151853","LARCENY/THEFT","42.910600124866455","POINT (-78.8668056146812 42.9106001248665)","-78.86680561468123","Theft","NY","2018-04-04T03:42:10.000",
"1392","11","3","4","2","12","1 Block LITTLEFIELD AV",,"18-0870730","BUFFALO","",,"2018-03-29T02:50:30.000","Wednesday","3","2018-03-28T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840248863","BURGLARY","42.90772768828572","POINT (-78.8000524747766 42.9077276882857)","-78.80005247477662","Breaking & Entering","NY","2018-04-05T07:07:13.000",
"2468","1","4","9","6","147","1900 Block S PARK AV",,"18-0870060","BUFFALO","",,"2018-03-28T08:29:47.000","Wednesday","3","2018-03-28T03:22:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840186448","UUV","42.8451828","POINT (-78.8241522 42.8451828)","-78.8241522","Theft of Vehicle","NY","2018-04-05T07:07:13.000","14220"
"776","31","4","16","5","38","300 Block PERRY ST",,"18-0870769","BUFFALO","",,"2018-03-30T09:42:13.000","Wednesday","10","2018-03-28T10:06:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840776701","LARCENY/THEFT","42.87397557807356","POINT (-78.8642503326136 42.8739755780736)","-78.86425033261358","Theft","NY","2018-04-05T07:07:13.000",
"1756","47","2","4","9","39","600 Block E DELAVAN AV",,"18-0870788","BUFFALO","",,"2018-03-29T07:45:13.000","Wednesday","10","2018-03-28T10:28:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840262246","ROBBERY","42.92157097041317","POINT (-78.8334784493866 42.9215709704132)","-78.83347844938659","Robbery","NY","2018-04-05T07:07:13.000",
"1840","46","5","5","7","62","1 Block HARVEST AV",,"18-0870325","BUFFALO","",,"2018-03-28T20:34:31.000","Wednesday","11","2018-03-28T11:15:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840229399","BURGLARY","42.95707182999835","POINT (-78.8477802807519 42.9570718299983)","-78.84778028075193","Breaking & Entering","NY","2018-04-05T07:07:13.000",
"1812","43","5","2","3","121","900 Block WEST AV",,"18-0870515","BUFFALO","",,"2018-03-28T22:40:54.000","Wednesday","12","2018-03-28T12:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840234930","BURGLARY","42.916199159390175","POINT (-78.8977419334622 42.9161991593902)","-78.89774193346219","Breaking & Entering","NY","2018-04-05T07:07:13.000",
"2431","9","5","10","1","64","100 Block GRACE ST",,"18-0960335","BUFFALO","",,"2018-04-06T17:49:36.000","Friday","6","2018-03-16T06:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","841885758","ASSAULT","42.94442664274518","POINT (-78.900238513014 42.9444266427452)","-78.90023851301403","Assault","NY","2018-04-14T03:50:46.000",
